77,123
77,139
77,155
78,172
83,187
92,200
102,212
115,223
131,227
149,226
165,218
179,208
191,195
198,180
201,163
205,146
207,128
84,108
94,103
105,103
116,106
127,111
155,113
166,108
178,107
190,109
200,115
139,127
138,141
137,154
136,168
124,170
129,174
136,177
143,175
150,172
97,125
105,121
115,121
123,130
113,131
103,130
157,133
166,126
176,126
184,132
176,136
166,135
107,182
119,184
129,184
135,187
142,186
153,187
166,187
152,198
141,201
134,201
127,199
117,194
112,185
128,191
135,193
142,193
160,189
141,192
134,192
128,190
