116,79
118,91
120,103
124,113
129,123
137,132
147,138
158,142
168,142
176,139
183,133
189,127
192,119
195,109
196,100
198,90
198,80
131,73
138,69
145,67
153,68
160,70
176,68
181,65
187,64
192,65
196,68
169,79
169,87
170,95
171,102
161,107
166,108
170,109
173,108
176,106
140,83
146,79
152,78
156,82
152,84
146,85
176,81
181,76
187,75
190,79
187,82
182,83
152,119
159,117
165,116
169,117
172,115
176,116
181,118
177,124
173,125
169,126
166,126
159,124
155,120
165,120
169,120
172,120
178,119
173,119
169,120
166,120
