233,150
234,158
235,166
238,173
242,182
247,189
253,197
258,205
267,207
278,206
290,201
302,194
312,186
319,175
321,161
322,148
322,135
230,136
232,133
237,133
242,134
246,137
263,134
271,130
279,128
288,129
297,131
255,146
254,154
253,162
252,170
250,173
253,175
257,176
261,174
265,172
237,147
240,144
246,144
251,148
246,150
240,150
270,147
275,142
281,141
287,144
282,147
276,148
251,182
253,180
256,180
259,180
263,179
272,180
283,179
274,187
266,191
261,191
258,191
254,188
253,183
257,184
260,184
264,184
280,180
264,184
260,185
257,184
