845,453
842,510
841,565
845,623
864,678
897,728
940,773
990,810
1049,823
1104,814
1146,778
1182,736
1210,690
1227,640
1237,591
1243,541
1245,494
905,433
936,407
977,399
1018,408
1055,427
1109,433
1145,423
1184,422
1219,435
1236,468
1083,466
1083,498
1084,531
1084,566
1022,577
1047,588
1074,600
1100,595
1122,588
947,459
971,448
996,452
1020,471
993,470
968,467
1123,482
1149,467
1173,469
1194,485
1173,487
1148,485
951,631
994,623
1037,625
1067,632
1095,630
1129,637
1158,653
1125,701
1088,719
1057,720
1025,714
984,687
964,636
1034,641
1065,647
1093,647
1145,655
1090,688
1061,690
1029,683
