58,115
59,130
62,145
66,160
72,174
79,188
88,201
98,213
112,215
128,213
143,202
156,187
166,170
171,153
173,135
173,117
172,100
60,105
65,100
73,100
82,101
90,104
108,104
119,100
130,96
142,96
153,99
100,113
99,125
99,137
98,149
90,154
96,157
103,159
110,155
116,152
69,114
74,111
81,111
88,115
81,116
74,117
119,112
125,107
133,106
140,108
134,112
126,113
87,176
92,173
98,171
104,172
110,170
121,171
132,172
123,183
113,189
106,190
100,190
93,185
90,177
99,176
105,177
111,175
128,174
112,179
105,181
99,180
