73,88
72,104
72,120
73,136
78,151
87,164
97,175
108,185
123,189
139,187
152,178
164,168
175,156
181,142
184,126
184,110
185,94
82,86
89,79
98,77
108,79
118,82
136,82
147,80
157,80
167,83
173,91
127,92
126,103
126,113
125,123
113,127
119,130
125,132
131,130
137,128
94,91
101,90
108,90
113,94
106,95
100,94
142,95
148,92
154,92
160,95
154,97
148,97
104,143
111,142
118,141
125,143
131,142
138,142
147,144
138,149
131,151
124,151
118,150
111,148
107,144
118,145
124,145
131,145
143,145
131,145
125,145
118,144
