166,81
166,100
169,121
172,142
179,161
191,178
204,193
219,204
238,206
256,203
271,190
285,174
296,156
302,137
303,115
304,93
303,72
172,79
181,70
193,68
206,71
218,76
243,72
255,67
267,63
280,62
289,69
231,87
231,102
232,117
232,133
217,137
224,141
233,143
241,140
248,136
186,85
193,81
203,81
213,88
203,90
193,90
249,86
257,78
267,76
276,80
269,85
259,87
206,157
216,157
225,156
233,158
242,156
252,156
263,156
253,164
243,168
234,170
226,169
216,165
210,158
225,160
233,161
242,160
259,158
242,161
233,162
226,161
