96,246
102,280
109,312
118,344
131,374
154,399
182,418
213,433
248,434
280,426
302,405
319,380
330,352
334,320
335,289
336,258
334,228
123,230
137,211
160,202
184,203
207,209
245,204
267,197
288,194
309,200
320,218
232,229
235,250
238,271
241,293
214,305
227,308
240,312
252,307
262,302
156,235
168,228
183,228
197,235
183,237
168,238
256,230
268,220
282,219
295,224
283,229
270,230
189,346
207,339
225,335
240,337
253,334
269,335
284,338
272,348
258,353
243,355
228,355
209,352
196,347
225,343
241,344
255,341
277,340
256,341
242,343
227,343
