1120,822
1130,910
1149,996
1177,1083
1228,1156
1299,1220
1380,1273
1463,1315
1540,1321
1599,1290
1630,1221
1656,1152
1684,1085
1708,1016
1724,948
1719,883
1706,821
1262,805
1313,783
1369,777
1425,786
1479,807
1588,804
1618,779
1651,758
1683,744
1710,756
1538,859
1550,914
1563,969
1575,1025
1483,1044
1520,1056
1558,1067
1588,1052
1608,1029
1336,864
1372,846
1412,846
1441,870
1408,881
1369,880
1576,856
1605,825
1641,816
1668,825
1649,849
1614,857
1369,1097
1438,1087
1503,1082
1542,1086
1572,1074
1606,1068
1633,1065
1613,1145
1580,1186
1545,1197
1503,1198
1435,1170
1388,1101
1504,1105
1543,1105
1573,1095
1614,1079
1576,1144
1543,1157
1503,1159
