722,1256
717,1406
719,1552
733,1693
787,1816
885,1913
1002,1992
1121,2059
1247,2080
1361,2063
1442,1990
1515,1908
1578,1816
1618,1708
1639,1594
1656,1476
1656,1355
871,1177
943,1110
1042,1086
1140,1098
1237,1133
1380,1151
1461,1139
1544,1149
1614,1184
1639,1259
1308,1248
1310,1339
1316,1427
1319,1519
1178,1570
1236,1588
1295,1609
1346,1595
1390,1578
994,1234
1047,1207
1106,1212
1150,1256
1096,1257
1038,1251
1392,1286
1449,1252
1507,1257
1546,1296
1502,1304
1445,1295
1074,1725
1151,1702
1224,1691
1281,1710
1330,1698
1379,1713
1425,1732
1375,1775
1327,1791
1275,1794
1215,1787
1146,1765
1106,1727
1220,1728
1278,1736
1327,1732
1398,1738
1328,1727
1279,1732
1221,1726
