57,109
58,125
59,140
61,155
67,168
77,179
89,188
102,196
115,198
128,195
137,186
146,176
153,165
156,152
158,139
160,125
161,111
69,103
76,96
86,93
97,94
107,98
123,98
133,95
142,94
151,97
156,104
116,108
117,119
117,129
118,140
105,145
111,147
117,149
122,146
127,144
81,109
87,105
94,106
99,110
94,112
87,111
128,110
133,106
139,106
144,109
140,111
134,111
96,161
104,159
111,158
116,159
122,158
127,158
133,159
128,165
123,168
117,168
111,168
104,166
100,162
111,161
116,162
122,161
130,160
122,161
116,162
111,162
