501,410
508,472
524,538
546,598
575,656
613,705
655,741
701,768
753,772
804,759
852,729
896,690
929,638
950,579
958,515
955,452
948,390
527,379
547,337
588,323
629,323
672,331
725,332
769,318
814,312
858,322
890,352
700,369
703,413
704,456
708,500
668,535
691,539
714,541
738,534
762,529
576,393
595,376
622,374
647,390
622,398
595,402
763,382
786,362
815,364
838,376
817,387
788,387
654,626
680,606
703,595
724,600
746,592
775,599
806,607
779,621
753,631
731,636
708,637
684,635
664,622
705,609
725,609
748,604
793,607
749,604
727,610
706,609
