198,341
200,362
205,382
212,402
219,421
229,440
243,455
260,468
282,470
304,467
323,454
340,439
352,419
358,397
360,374
362,352
361,330
202,325
212,315
227,313
241,317
256,321
280,318
297,312
312,308
329,307
344,315
269,334
270,348
270,363
270,377
258,387
265,390
273,393
281,389
288,386
223,338
231,332
242,332
250,338
241,340
231,341
295,335
303,329
314,328
323,332
316,336
306,337
246,418
256,414
265,410
273,413
282,410
294,413
306,415
295,424
284,430
275,431
266,430
256,427
251,419
266,417
274,418
283,416
301,417
283,417
274,419
266,418
