75,157
78,174
81,192
86,208
93,225
104,239
115,254
128,268
146,270
165,265
183,254
200,241
214,225
223,206
225,185
224,164
224,143
78,148
83,140
94,137
104,139
115,142
141,140
154,133
167,129
181,129
194,135
128,152
128,164
128,176
128,189
120,197
126,200
133,202
140,197
148,193
93,158
99,154
107,154
115,156
107,158
100,159
154,152
160,149
169,148
177,150
169,152
162,153
111,215
119,214
128,213
137,214
146,211
160,209
177,208
163,224
150,231
141,233
131,233
121,229
116,217
129,218
138,218
147,215
174,210
149,223
139,225
130,225
