247,268
248,292
251,318
255,343
261,368
272,391
288,412
305,430
326,437
352,435
381,423
408,407
431,386
446,360
453,330
457,299
459,268
248,250
257,239
273,237
290,240
306,246
345,245
365,238
386,236
406,241
422,250
324,269
322,287
319,305
317,324
304,336
312,340
320,343
331,340
341,337
268,265
279,259
293,260
304,271
291,274
277,273
358,271
370,260
385,260
398,267
387,274
372,274
292,376
303,369
314,365
323,368
333,365
349,370
366,376
350,388
335,392
323,393
313,391
303,386
298,376
314,375
323,377
334,376
359,377
334,376
323,377
314,376
