123,135
123,147
125,159
127,172
130,184
135,196
144,206
153,214
164,218
177,217
193,211
206,203
217,192
224,178
227,164
229,148
229,133
124,125
128,119
136,118
144,120
152,123
172,122
182,119
193,118
203,120
211,125
161,134
160,143
159,153
158,162
152,168
156,170
160,172
166,170
171,168
134,133
139,129
146,130
152,135
145,137
138,136
179,135
185,130
192,130
199,133
193,137
185,137
146,188
151,184
156,182
161,184
167,183
175,185
183,188
175,193
167,195
161,195
156,195
151,192
149,188
156,187
162,188
167,188
180,188
167,187
161,188
156,187
