75,241
73,267
74,295
77,325
83,355
99,379
120,401
146,416
176,418
210,412
245,399
279,382
307,359
321,327
324,290
321,253
321,217
75,214
78,189
94,176
116,171
137,175
166,166
192,156
220,157
245,169
263,189
153,200
150,216
147,232
144,249
129,277
141,280
155,282
170,276
186,271
97,220
108,208
122,206
137,215
124,216
110,218
190,206
205,193
221,192
236,201
222,201
207,203
118,326
130,312
145,304
158,306
174,301
196,303
223,310
201,326
181,336
164,340
150,341
133,338
124,325
147,315
160,314
175,310
214,311
178,323
162,326
148,327
