159,247
165,275
172,302
182,328
199,351
222,369
249,381
277,389
303,387
324,376
337,356
347,332
354,307
357,281
355,254
351,229
346,205
186,234
197,218
215,206
236,202
256,204
284,197
298,187
314,182
329,185
338,196
275,220
279,234
283,249
288,264
268,283
279,284
289,284
297,279
303,274
214,237
225,229
237,225
247,230
238,236
227,238
295,218
303,209
314,206
322,209
317,216
306,218
252,325
267,318
281,313
290,313
298,309
309,307
323,308
314,320
305,326
296,329
287,332
271,332
258,324
282,318
292,317
300,314
318,309
302,319
293,322
284,324
