140,91
139,104
139,117
139,130
144,142
154,151
165,159
177,164
190,167
202,166
210,161
217,154
223,145
226,135
228,124
230,113
231,103
163,79
171,75
181,74
190,75
198,79
211,80
218,79
225,80
230,83
232,89
204,88
204,94
204,99
204,105
192,114
197,116
201,118
205,118
209,117
173,85
180,83
185,83
189,88
184,88
179,87
210,92
216,89
221,89
224,94
221,94
216,94
179,133
188,130
196,128
199,130
204,130
208,134
211,139
206,141
201,141
197,140
192,140
186,137
182,133
195,134
199,135
203,135
209,138
202,136
198,135
194,134
