116,216
119,227
122,239
125,250
131,259
141,268
151,275
160,283
171,284
182,280
189,270
197,260
203,249
206,237
205,225
204,214
203,202
122,216
127,211
134,209
142,209
150,211
165,208
172,203
180,201
188,200
196,203
159,217
160,224
161,232
162,240
155,244
159,245
164,246
168,243
172,241
133,220
138,217
143,216
148,219
143,220
138,221
171,215
175,211
180,210
185,211
181,213
176,214
145,253
153,253
160,252
166,252
171,250
179,248
186,247
181,259
174,265
168,267
162,267
154,264
148,254
161,254
166,254
172,252
184,249
173,260
167,261
161,261
