153,216
158,241
164,265
169,290
176,314
189,336
208,357
229,373
253,376
278,370
302,355
323,337
339,312
346,286
347,258
349,229
351,200
158,206
170,197
187,194
204,197
221,203
252,201
271,192
291,187
312,189
330,199
237,216
237,234
237,251
236,270
224,283
232,286
241,288
251,284
260,281
180,219
190,211
204,210
218,220
204,222
190,224
267,217
280,206
294,204
307,211
296,217
282,217
212,319
224,313
235,309
244,311
253,308
267,311
284,316
270,329
256,335
246,337
236,336
224,330
218,320
236,319
245,319
254,318
278,317
255,318
246,320
236,318
