526,241
532,277
540,311
547,344
560,375
584,399
614,418
648,433
685,434
719,424
750,403
776,380
793,349
798,313
798,275
798,239
796,202
541,218
553,192
578,178
607,174
635,181
667,173
692,158
721,152
749,158
768,179
654,201
656,223
658,245
660,268
639,294
651,297
665,298
679,292
692,286
574,222
588,211
605,207
623,215
607,221
590,224
691,203
706,191
723,188
739,194
726,202
708,203
625,353
641,340
658,328
671,330
682,323
701,329
721,338
705,354
689,364
676,367
662,368
645,363
634,352
659,344
672,344
684,340
713,339
686,342
674,345
661,345
