80,97
79,114
79,132
80,150
87,166
100,179
115,188
131,194
148,198
163,197
175,190
184,179
190,168
193,154
196,140
199,126
201,112
109,82
120,76
132,74
145,75
156,80
175,82
184,81
192,83
199,87
202,95
165,93
165,100
165,108
166,116
149,128
155,131
161,133
167,133
172,132
122,90
130,86
139,86
145,93
137,93
129,92
172,98
180,93
188,95
192,101
186,102
179,101
132,154
143,149
153,147
159,149
164,149
170,154
174,161
168,163
162,164
156,163
150,162
141,158
135,154
152,154
158,155
163,156
170,160
163,156
157,155
151,154
