47,105
50,116
54,127
58,137
65,146
74,152
85,158
96,163
106,163
114,159
120,150
124,141
128,132
130,122
130,111
129,101
127,90
61,103
67,99
74,96
82,95
90,96
101,92
107,88
114,85
120,85
125,88
97,101
98,108
100,115
102,122
94,126
98,127
103,128
106,125
109,123
71,106
75,104
80,102
85,104
81,106
76,107
105,99
109,95
114,93
118,94
115,97
110,98
86,139
93,137
99,135
103,135
107,133
111,132
117,132
113,140
109,145
106,146
101,147
94,145
89,140
100,137
104,136
107,135
114,133
108,139
105,141
100,141
