68,145
71,161
75,176
77,191
84,204
94,216
107,225
121,233
135,234
148,230
160,219
170,208
178,195
181,180
180,164
180,149
180,133
78,143
85,136
95,133
106,133
117,136
133,133
143,128
154,126
165,127
173,133
126,145
127,154
128,163
129,173
119,180
124,182
130,183
135,181
139,178
92,148
98,145
106,144
112,147
105,149
98,150
141,144
146,140
153,139
160,141
154,144
147,145
111,201
119,197
126,194
132,195
137,193
144,194
151,195
145,204
139,208
133,210
127,210
119,208
115,201
126,200
132,200
137,199
147,197
138,199
132,201
127,200
