245,103
244,120
244,137
244,155
248,172
256,188
267,202
278,215
293,221
309,220
324,211
337,200
349,187
357,172
362,155
367,139
370,122
257,102
267,98
277,97
287,99
297,103
320,106
331,105
343,107
354,111
361,118
306,117
304,129
302,141
300,153
288,154
293,158
299,163
307,161
313,158
270,110
277,108
284,110
289,114
282,113
275,112
323,119
331,116
338,118
345,122
337,122
330,120
272,169
283,170
292,171
298,173
306,173
315,175
324,177
313,190
303,194
295,194
288,191
280,184
277,171
291,174
298,176
305,176
319,178
304,184
297,184
290,182
