70,190
76,211
83,232
88,252
98,272
114,287
134,298
158,305
180,304
201,296
218,281
233,262
242,241
244,217
240,192
236,169
233,146
78,177
83,163
94,153
109,147
124,148
152,139
166,131
182,128
197,130
209,140
143,164
145,176
147,188
150,200
140,217
147,218
156,219
163,213
170,208
97,180
105,172
116,169
126,174
117,178
107,180
167,163
175,154
186,151
196,154
189,158
179,161
129,250
140,240
152,234
161,233
170,229
184,228
199,232
191,250
179,262
169,266
158,268
144,264
135,250
154,240
163,238
172,235
193,234
175,249
165,253
155,255
