259,155
263,173
267,190
272,206
280,221
293,233
306,244
320,254
334,255
348,251
358,238
368,225
376,211
382,195
384,179
386,163
387,146
270,156
279,151
291,150
303,152
314,156
334,154
345,149
356,146
368,144
378,148
326,165
326,178
327,190
328,203
316,206
322,208
328,210
335,208
340,205
285,165
292,162
300,162
307,166
299,169
291,169
341,164
347,158
355,157
363,158
357,163
349,165
309,225
316,224
323,222
329,224
334,221
342,222
350,222
344,233
337,238
331,239
324,238
317,234
313,226
324,225
329,226
335,225
347,223
336,230
330,231
324,231
